wall_time monotonic algo rtt_ms rtt_var_ms cwnd mss pacing_mbps ssthresh bytes_acked bytes_sent bytes_received segs_out segs_in unacked retrans_total
2025-12-08T00:39:00.347534 533768.926422364 cubic 81.054 40.621 10 1460 2.880000 65535 38 37 0 3 2 0 0
2025-12-08T00:39:00.863549 533769.441958622 cubic 59.915 3.472 40 1460 15.600000 65535 43838 102237 0 73 32 40 0
2025-12-08T00:39:00.863549 533769.441958622 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:01.369815 533769.948260708 cubic 60.062 1.298 89 1460 20.800000 89 643898 706677 0 487 443 43 0
2025-12-08T00:39:01.369815 533769.948260708 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:01.891668 533770.470163053 cubic 57.043 2.359 89 1460 21.900000 89 1233738 1296517 0 891 847 43 0
2025-12-08T00:39:01.891668 533770.470163053 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:02.404130 533770.982596398 cubic 52.384 0.612 89 1460 23.800000 89 1816278 1880517 0 1291 1246 44 0
2025-12-08T00:39:02.404130 533770.982596398 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:02.913226 533771.491638458 cubic 53.252 1.644 89 1460 23.400000 89 2403198 2465977 0 1692 1648 43 0
2025-12-08T00:39:02.913226 533771.491638458 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:03.431960 533772.010649592 cubic 56.467 2.521 89 1460 22.100000 89 3026618 3089397 0 2119 2075 43 0
2025-12-08T00:39:03.431960 533772.010649592 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:03.967947 533772.546403373 cubic 53.159 1.183 89 1460 23.500000 89 3647118 3709897 0 2544 2500 43 0
2025-12-08T00:39:03.967947 533772.546403373 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:04.483025 533773.061600569 cubic 56.381 1.080 89 1460 22.100000 89 4274918 4337697 0 2974 2930 43 0
2025-12-08T00:39:04.483025 533773.061600569 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:05.035933 533773.614576819 cubic 104.264 1.797 1 1460 0.000000 62 4712918 4723137 0 3238 3233 4 4380
2025-12-08T00:39:05.035933 533773.614576819 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:05.603312 533774.181822116 cubic 52.387 0.327 63 1460 16.900000 62 5216618 5283777 0 3622 3575 43 4380
2025-12-08T00:39:05.603312 533774.181822116 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:06.123082 533774.701503365 cubic 53.471 0.860 63 1460 16.500000 62 5810838 5877997 0 4029 3982 43 4380
2025-12-08T00:39:06.123082 533774.701503365 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:06.635442 533775.214036012 cubic 72.343 3.125 63 1460 12.200000 62 6374398 6443017 0 4416 4368 44 4380
2025-12-08T00:39:06.635442 533775.214036012 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:07.226149 533775.804933028 cubic 57.703 0.909 63 1460 15.300000 62 6980298 7047457 0 4830 4783 43 4380
2025-12-08T00:39:07.226149 533775.804933028 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:07.767991 533776.346520377 cubic 63.959 2.047 63 1460 13.800000 62 7532178 7600797 0 5209 5161 44 4380
2025-12-08T00:39:07.767991 533776.346520377 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:08.560932 533777.141206991 cubic 60.665 2.182 32 1460 7.390000 30 7957038 8011057 0 5490 5452 31 8760
2025-12-08T00:39:08.560932 533777.141206991 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:09.394463 533777.974686845 cubic 51.622 1.405 36 1460 9.770000 30 8476798 8536657 0 5850 5808 35 8760
2025-12-08T00:39:09.394463 533777.974686845 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:10.020150 533778.598759795 cubic 52.829 0.723 42 1460 11.100000 30 9041818 9111897 0 6244 6195 42 8760
2025-12-08T00:39:10.020150 533778.598759795 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:10.540585 533779.119052084 cubic 54.992 0.737 45 1460 11.500000 30 9662318 9733857 0 6670 6620 43 8760
2025-12-08T00:39:10.540585 533779.119052084 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:11.093167 533779.671713195 cubic 53.864 1.472 33 1460 8.590000 31 9963078 10022937 0 6868 6826 33 11680
2025-12-08T00:39:11.093167 533779.671713195 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:11.608545 533780.187513646 cubic 105.374 30.498 28 1460 3.720000 28 10580658 10634677 0 7287 7249 28 13140
2025-12-08T00:39:11.608545 533780.187513646 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:12.449963 533781.028585858 cubic 51.031 0.235 32 1460 8.790000 28 11001138 11060997 0 7579 7537 32 13140
2025-12-08T00:39:12.449963 533781.028585858 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:12.965018 533781.543441628 cubic 50.954 0.701 38 1460 10.500000 28 11494618 11561777 0 7922 7875 37 13140
2025-12-08T00:39:12.965018 533781.543441628 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:13.485560 533782.064396617 cubic 51.385 0.546 42 1460 11.500000 28 12033358 12106357 0 8295 8244 41 13140
2025-12-08T00:39:13.485560 533782.064396617 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:14.043032 533782.621487705 cubic 54.874 1.430 45 1460 11.500000 28 12669918 12747297 0 8734 8680 44 13140
2025-12-08T00:39:14.043032 533782.621487705 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
2025-12-08T00:39:14.560361 533783.138888457 cubic 52.499 0.547 45 1460 12.000000 28 13291878 13367797 0 9159 9106 43 13140
2025-12-08T00:39:14.560361 533783.138888457 cubic 73.901 35.243 10 1460 3.160000 65535 163 162 4 9 8 0 0
